empid,gender,age,maritalstatus,joblevel,experience,occupation,emptype,wlb,workenv,physicalactivityhours,workload,stress,sleephours,commutemode,commutedistance,numcompanies,teamsize,numreports,edulevel,haveot,traininghoursperyear,jobsatisfaction,work_schedule_variability,work_schedule_variability_logit,pause_work,pause_work_logit,work_pace,work_pace_pca
918,Female,29,Single,Mid,7,Legal,Part-Time,4,2,3.5,5,1,6.9,Car,10,2,15,0,Master,False,33.5,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
931,Male,52,Married,Lead,18,Operations,Part-Time,2,3,2.3,1,4,7.7,Walk,2,10,26,1,Master,False,59.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
933,Male,31,Single,Senior,9,Finance,Full-Time,5,1,0.0,5,1,6.4,Public Transport,29,3,15,1,Master,False,44.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
935,Female,39,Single,Senior,2,Operations,Full-Time,3,4,3.2,2,1,6.7,Bike,9,5,20,1,Master,False,41.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
946,Female,33,Married,Senior,11,Finance,Full-Time,4,3,1.1,5,1,6.1,Car,28,3,19,6,Master,False,45.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
952,Other,33,Single,Senior,5,IT,Contract,5,1,2.4,1,1,6.5,Bike,5,3,20,2,Master,True,42.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
955,Female,43,Single,Senior,21,Marketing,Part-Time,5,2,0.9,4,3,6.7,Public Transport,19,7,19,7,Master,False,50.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
956,Female,42,Married,Lead,6,Operations,Contract,3,3,2.6,1,1,7.9,Car,19,6,25,4,Master,False,53.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
958,Male,35,Married,Mid,11,IT,Full-Time,1,3,0.4,1,1,8.2,Car,22,4,13,0,Master,True,35.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
959,Other,38,Single,Senior,16,Marketing,Full-Time,5,3,1.8,1,4,7.5,Public Transport,15,5,18,9,Master,False,48.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
960,Other,33,Single,Senior,10,Operations,Full-Time,3,4,2.6,5,1,5.7,Bike,1,3,21,7,Master,False,45.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
973,Male,53,Married,Lead,29,IT,Full-Time,2,3,2.7,1,2,7.5,Car,23,10,28,4,Master,True,64.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
981,Male,31,Married,Senior,9,Operations,Part-Time,3,3,1.7,3,2,7.2,Public Transport,12,3,19,1,Master,False,44.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
982,Female,45,Married,Senior,23,Marketing,Full-Time,4,3,1.6,3,3,7.9,Public Transport,27,7,18,7,Master,False,51.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
983,Male,49,Divorced,Lead,22,Sales,Contract,2,5,1.7,1,2,7.1,Car,12,9,30,7,Master,True,61.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
990,Female,52,Married,Lead,13,HR,Part-Time,4,5,2.0,3,1,6.1,Car,29,10,30,8,Master,False,56.5,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
994,Female,56,Married,Lead,3,IT,Full-Time,3,4,2.5,3,1,6.5,Public Transport,27,11,29,6,Master,True,51.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
997,Other,47,Single,Senior,12,Legal,Full-Time,2,4,2.6,3,2,8.4,Car,15,8,17,4,Master,False,46.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1000,Male,44,Married,Senior,8,Finance,Part-Time,4,3,1.0,4,1,5.9,Car,13,7,18,3,Master,False,44.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1006,Female,36,Married,Senior,8,Operations,Full-Time,5,2,3.5,5,1,7.9,Public Transport,6,4,16,8,Master,False,44.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1016,Male,50,Married,Senior,3,Finance,Part-Time,5,2,2.5,2,1,6.4,Walk,2,9,25,9,Master,False,41.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1018,Male,25,Single,Mid,3,HR,Full-Time,5,4,2.4,5,1,6.1,Car,9,1,10,0,Master,False,31.5,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1022,Male,36,Married,Mid,14,HR,Full-Time,1,3,1.7,4,1,8.7,Car,25,4,15,0,Master,False,37.0,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1023,Male,35,Married,Senior,13,Operations,Full-Time,3,1,1.3,5,1,8.8,Public Transport,15,4,16,7,Master,False,46.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1025,Female,33,Single,Senior,11,Operations,Full-Time,5,2,2.1,2,1,7.4,Car,27,3,23,8,Master,True,45.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1030,Other,41,Single,Senior,16,Customer Service,Full-Time,3,3,2.3,1,1,7.8,Car,14,6,16,4,Master,False,48.0,3,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
1033,Female,40,Married,Senior,17,Sales,Full-Time,1,3,2.4,3,1,8.6,Car,8,6,24,9,Master,False,48.5,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1034,Male,38,Single,Senior,6,Finance,Full-Time,4,4,3.8,2,1,6.2,Public Transport,5,5,19,2,Master,False,43.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1036,Male,43,Married,Mid,20,Finance,Full-Time,5,1,0.0,1,1,6.4,Car,28,7,14,0,Master,False,40.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1041,Female,36,Single,Senior,9,Legal,Full-Time,4,2,0.5,1,2,8.3,Public Transport,14,4,16,8,Master,True,44.5,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
1044,Male,30,Married,Senior,8,Sales,Contract,1,1,1.3,1,2,7.7,Car,15,2,21,3,Master,False,44.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
1045,Male,34,Married,Senior,12,IT,Full-Time,3,3,1.5,1,1,7.9,Public Transport,10,4,19,5,Master,True,46.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1056,Other,52,Single,Senior,14,HR,Full-Time,2,3,0.0,1,1,8.2,Walk,1,10,24,3,Master,False,47.0,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
1057,Male,36,Married,Senior,14,IT,Full-Time,3,4,0.6,1,3,8.8,Public Transport,10,4,19,6,Master,True,47.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
1058,Female,57,Married,Lead,11,Finance,Full-Time,2,2,1.5,4,1,7.9,Public Transport,11,11,26,9,Master,False,55.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
1059,Female,53,Married,Lead,10,Operations,Full-Time,4,1,0.9,2,1,6.9,Car,15,10,29,7,Master,False,55.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
1062,Male,48,Divorced,Senior,24,Customer Service,Full-Time,3,2,1.7,4,1,6.2,Public Transport,21,8,23,4,Master,False,52.0,3,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
1065,Male,26,Single,Senior,3,Sales,Part-Time,1,4,3.4,1,1,6.7,Car,16,1,16,4,Master,False,41.5,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2209,Male,38,Single,Senior,10,Finance,Full-Time,2,1,1.6,4,3,6.3,Public Transport,21,5,19,7,Master,False,45.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2232,Male,53,Married,Lead,25,IT,Full-Time,2,5,2.4,5,2,6.2,Car,26,10,21,4,Master,True,62.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2233,Other,31,Single,Senior,9,HR,Full-Time,2,1,0.6,5,1,6.3,Car,16,3,24,6,Master,True,44.5,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2238,Male,60,Married,Lead,26,Finance,Full-Time,1,3,2.4,3,4,5.9,Bike,10,12,26,3,Master,False,63.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2240,Female,47,Married,Lead,18,IT,Full-Time,3,1,2.9,5,1,7.9,Bike,8,8,29,5,Master,True,59.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2244,Male,38,Single,Senior,6,IT,Full-Time,1,2,4.1,4,1,6.5,Car,21,5,17,9,Master,True,43.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2251,Male,38,Married,Senior,12,Finance,Full-Time,3,1,3.9,5,1,7.2,Motorbike,12,5,25,5,Master,False,46.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2253,Female,30,Divorced,Senior,8,Operations,Full-Time,1,3,2.1,4,2,7.3,Walk,2,2,15,9,Master,True,44.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2262,Other,35,Single,Mid,7,IT,Full-Time,2,2,2.3,5,1,6.8,Public Transport,21,4,14,0,Master,True,33.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2264,Female,48,Married,Senior,26,Legal,Contract,1,4,2.5,3,2,5.6,Public Transport,22,8,23,8,Master,False,53.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2266,Male,58,Married,Lead,9,IT,Full-Time,4,2,2.8,5,3,7.0,Bike,10,12,23,5,Master,True,54.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2269,Male,39,Married,Mid,17,Legal,Full-Time,3,1,2.0,3,1,6.3,Motorbike,19,5,12,0,Master,True,38.5,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2299,Male,40,Married,Senior,18,IT,Full-Time,3,2,2.2,5,1,6.7,Public Transport,25,6,25,7,Bachelor,True,49.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2318,Male,47,Married,Senior,8,Sales,Part-Time,2,2,2.9,3,3,6.8,Bike,8,8,19,3,Bachelor,False,44.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2321,Female,53,Married,Lead,10,Operations,Contract,1,1,2.4,4,1,6.7,Walk,2,10,23,3,Bachelor,False,55.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2330,Male,36,Divorced,Senior,4,Operations,Part-Time,2,3,1.9,2,1,5.8,Public Transport,11,4,19,3,Bachelor,True,42.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2342,Female,34,Married,Mid,12,Legal,Full-Time,4,1,2.5,4,1,5.9,Car,26,4,14,0,Bachelor,False,36.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2355,Male,29,Single,Senior,7,HR,Part-Time,4,1,2.0,3,3,6.4,Public Transport,5,2,22,7,Bachelor,True,43.5,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2367,Male,39,Married,Mid,2,IT,Part-Time,1,4,2.1,5,2,7.3,Bike,7,5,10,0,Bachelor,True,31.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2372,Male,33,Married,Senior,11,Finance,Full-Time,4,4,2.9,4,5,8.2,Walk,1,3,16,9,Bachelor,True,45.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2382,Male,29,Single,Mid,2,Legal,Full-Time,2,4,1.0,5,1,5.1,Motorbike,5,2,12,0,Bachelor,False,31.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2386,Female,46,Married,Senior,24,Finance,Full-Time,2,1,2.4,5,1,6.3,Car,12,8,17,1,Bachelor,False,52.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2394,Female,47,Married,Mid,7,IT,Full-Time,3,1,1.8,1,2,6.3,Car,15,8,13,0,Bachelor,True,33.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2397,Male,44,Married,Senior,16,Marketing,Full-Time,2,2,1.2,4,1,6.0,Public Transport,21,7,24,8,Bachelor,False,48.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2406,Female,36,Married,Senior,14,Sales,Full-Time,1,1,1.7,5,1,6.5,Car,16,4,25,8,Bachelor,False,47.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2415,Male,34,Single,Mid,7,Operations,Full-Time,3,4,0.2,4,4,7.7,Car,11,4,15,0,Bachelor,True,33.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2417,Male,50,Married,Senior,20,IT,Full-Time,1,3,1.0,4,1,8.9,Public Transport,16,9,18,5,Bachelor,True,50.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2424,Male,44,Single,Senior,22,IT,Full-Time,3,1,1.1,3,3,7.6,Public Transport,13,7,20,8,Bachelor,True,51.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2460,Male,47,Married,Lead,22,IT,Contract,5,3,0.3,5,2,6.3,Car,24,8,25,7,Bachelor,True,61.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2480,Female,29,Single,Mid,7,Finance,Full-Time,3,3,3.3,4,3,6.6,Walk,2,2,11,0,Bachelor,False,33.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2488,Other,55,Single,Senior,23,IT,Full-Time,3,1,2.2,4,5,6.4,Bike,9,11,21,6,Bachelor,True,51.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2491,Male,39,Divorced,Senior,17,Finance,Full-Time,1,1,1.9,4,1,7.6,Car,11,5,20,1,Bachelor,False,48.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2507,Female,37,Married,Mid,9,Marketing,Full-Time,4,1,2.6,4,3,5.5,Car,9,5,13,0,Bachelor,False,34.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2514,Female,33,Single,Mid,9,Marketing,Full-Time,1,3,3.5,5,1,7.7,Public Transport,15,3,12,0,Bachelor,True,34.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2523,Male,31,Married,Senior,7,Operations,Full-Time,1,2,2.1,5,1,5.9,Public Transport,20,3,18,2,Bachelor,False,43.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2524,Male,34,Married,Mid,12,IT,Full-Time,2,3,3.0,5,3,8.5,Car,21,4,11,0,Bachelor,True,36.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2533,Male,45,Married,Senior,19,IT,Full-Time,3,3,2.8,2,3,5.2,Motorbike,21,7,20,6,Bachelor,True,49.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2567,Male,31,Single,Mid,9,IT,Full-Time,1,1,1.9,5,1,8.1,Motorbike,11,3,11,0,Bachelor,True,34.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2580,Male,31,Married,Mid,6,IT,Full-Time,3,1,2.5,3,1,6.8,Car,25,3,14,0,Bachelor,True,33.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2581,Male,34,Married,Senior,2,Sales,Contract,4,1,1.0,4,3,5.6,Bike,7,4,19,2,Bachelor,False,41.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2594,Male,31,Single,Senior,9,Operations,Full-Time,3,1,2.3,4,1,6.9,Car,5,3,21,3,Bachelor,False,44.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2596,Female,37,Married,Mid,15,IT,Full-Time,4,1,0.3,4,2,7.2,Car,23,5,12,0,Bachelor,True,37.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2600,Male,30,Single,Senior,2,IT,Part-Time,5,2,2.9,4,4,5.7,Bike,9,2,23,4,Bachelor,True,41.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2608,Female,31,Married,Senior,6,Operations,Full-Time,1,1,3.2,5,3,6.8,Bike,3,3,15,8,Bachelor,False,43.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2610,Male,43,Married,Senior,13,IT,Full-Time,5,1,2.9,4,1,5.6,Public Transport,25,7,18,1,Bachelor,True,46.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2613,Male,26,Single,Mid,4,IT,Full-Time,4,1,1.8,5,1,6.1,Bike,3,1,13,0,Bachelor,True,32.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2634,Female,36,Married,Senior,11,Customer Service,Full-Time,3,1,2.6,3,3,7.1,Public Transport,21,4,24,9,Bachelor,False,45.5,3,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2640,Female,29,Single,Senior,7,Marketing,Part-Time,1,1,1.1,2,3,7.7,Walk,2,2,15,4,Bachelor,False,43.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2653,Female,39,Single,Senior,17,Finance,Full-Time,2,2,0.8,2,1,5.2,Walk,1,5,16,5,Bachelor,True,48.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2661,Male,46,Single,Senior,16,Sales,Contract,1,1,1.9,4,5,6.0,Public Transport,8,8,21,5,Bachelor,False,48.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2671,Male,32,Married,Senior,10,Finance,Full-Time,1,1,3.0,5,2,7.8,Walk,1,3,17,5,Bachelor,False,45.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2688,Female,53,Married,Lead,26,Operations,Part-Time,1,3,1.4,3,1,7.1,Public Transport,8,10,21,9,Bachelor,True,63.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2710,Female,53,Divorced,Senior,22,IT,Contract,2,2,1.9,4,1,7.8,Public Transport,24,10,17,8,Bachelor,True,51.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2721,Female,39,Married,Senior,14,Marketing,Full-Time,3,1,0.6,4,3,7.6,Car,13,5,15,7,Bachelor,False,47.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2724,Male,42,Married,Lead,12,IT,Part-Time,1,3,3.7,1,4,7.6,Car,22,6,20,8,Bachelor,True,56.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2731,Male,35,Married,Mid,13,HR,Full-Time,1,2,3.1,4,1,6.6,Public Transport,10,4,15,0,Bachelor,False,36.5,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2737,Male,33,Married,Senior,11,IT,Part-Time,3,4,2.1,5,1,6.5,Car,9,3,20,1,Bachelor,True,45.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2746,Female,56,Married,Lead,12,Finance,Full-Time,2,1,0.5,5,1,4.1,Walk,2,11,21,6,Bachelor,True,56.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2747,Male,53,Married,Lead,16,Sales,Part-Time,2,4,1.5,4,3,5.7,Walk,1,10,23,5,Bachelor,False,58.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2761,Male,34,Married,Senior,12,IT,Part-Time,1,2,2.2,4,1,6.4,Walk,2,4,19,7,Bachelor,True,46.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2771,Female,37,Married,Mid,12,HR,Full-Time,1,5,3.3,5,3,6.4,Public Transport,24,5,13,0,Bachelor,False,36.0,3,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2773,Female,35,Married,Senior,3,Operations,Full-Time,1,4,2.0,5,1,6.8,Public Transport,26,4,15,1,Bachelor,False,41.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2774,Male,40,Divorced,Lead,18,Customer Service,Full-Time,1,2,2.0,3,2,8.6,Public Transport,11,6,26,6,Bachelor,True,59.0,3,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2781,Female,33,Married,Senior,11,Operations,Part-Time,4,2,0.6,4,3,6.9,Public Transport,14,3,17,6,Bachelor,False,45.5,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2785,Female,34,Single,Senior,12,Operations,Full-Time,1,1,2.8,5,1,6.2,Public Transport,10,4,21,9,Bachelor,False,46.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2815,Male,40,Married,Senior,17,IT,Full-Time,5,1,2.0,4,3,8.0,Car,12,6,25,5,Bachelor,True,48.5,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2818,Male,40,Married,Senior,13,Sales,Full-Time,3,2,2.4,5,1,4.8,Bike,2,6,25,6,Bachelor,False,46.5,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2828,Other,57,Single,Senior,20,Operations,Full-Time,3,3,1.0,4,1,6.7,Motorbike,3,11,25,3,Bachelor,True,50.0,3,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2838,Male,32,Married,Senior,10,IT,Full-Time,4,2,2.1,4,3,7.5,Public Transport,21,3,19,7,Bachelor,True,45.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2841,Female,32,Married,Senior,10,Marketing,Full-Time,3,2,0.9,5,1,6.9,Walk,1,3,23,7,Bachelor,False,45.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2860,Male,60,Married,Lead,28,IT,Full-Time,3,4,2.2,5,2,6.8,Car,6,12,28,6,Bachelor,True,64.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2870,Female,38,Married,Senior,16,Finance,Full-Time,2,5,3.2,4,2,5.5,Car,8,5,16,9,Bachelor,True,48.0,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2871,Female,52,Divorced,Senior,16,Sales,Part-Time,2,1,2.1,5,1,7.4,Public Transport,17,10,22,4,Bachelor,False,48.0,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2873,Female,31,Married,Mid,5,Sales,Part-Time,1,1,2.2,2,1,8.8,Public Transport,16,3,13,0,Bachelor,True,32.5,3,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2875,Male,42,Married,Mid,20,IT,Full-Time,3,2,2.0,3,2,7.4,Bike,4,6,14,0,Bachelor,True,40.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2876,Female,52,Married,Lead,22,Marketing,Full-Time,2,2,1.7,5,3,6.3,Bike,10,10,29,7,Bachelor,True,61.0,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2877,Female,35,Single,Senior,13,Marketing,Full-Time,3,1,3.3,5,1,7.1,Public Transport,7,4,21,5,Bachelor,False,46.5,3,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2881,Male,26,Single,Mid,4,IT,Contract,3,2,1.7,2,2,6.3,Public Transport,8,1,13,0,Bachelor,True,32.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2882,Male,32,Married,Mid,5,Legal,Full-Time,1,1,0.9,5,1,7.0,Car,5,3,14,0,Bachelor,False,32.5,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2898,Male,36,Married,Senior,14,Legal,Full-Time,5,4,1.9,5,5,6.1,Walk,2,4,18,8,Bachelor,True,47.0,3,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2905,Female,50,Married,Senior,19,Finance,Full-Time,1,4,4.1,5,2,7.9,Car,9,9,17,2,Bachelor,False,49.5,3,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2913,Male,30,Married,Mid,8,IT,Part-Time,4,5,2.5,5,5,7.6,Car,25,2,14,0,Bachelor,True,34.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2930,Male,42,Married,Lead,6,IT,Part-Time,5,3,0.4,5,2,5.7,Motorbike,11,6,20,3,Bachelor,True,53.0,3,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
